latitude,longitude,previous_earthquakes,max_magnitude
38.848331451416,-122.966003417969,6,5.033028260584913
60.4297,-151.9809,16,6.150640147876671
19.38450050354,-155.281173706055,11,8.004661140293903
36.14767838,-98.30659485,3,6.778527434073971
46.2071647644043,-122.18283081054688,10,3.7374183994664536
35.6201667,-117.6058333,9,3.197516876193898
38.7490005493164,-122.71216583252,19,3.4783134660599964
34.1466667,-117.576,5,8.884115619459553
38.7869987487793,-122.767669677734,18,8.7900917341429
38.7898330688477,-122.820999145508,1,7.484829968032148
34.0181667,-117.2348333,2,5.358781710924337
38.8380012512207,-122.876998901367,0,5.801853935988831
32.9401667,-116.3348333,1,7.973814385106829
62.1708,-152.1327,11,5.8953480226910475
38.8366661071777,-122.800666809082,5,8.022681199733407
33.8481667,-116.6791667,1,3.1462148402425747
38.5926666259766,-122.793830871582,12,8.548924110371852
34.0304985,-117.0961685,9,3.8436366798145123
38.7986679077148,-122.768333435059,14,3.027206160544625
-32.4163,-70.865,14,4.845042191990807
33.8081667,-117.6396667,9,6.261350223154962
38.8014984130859,-122.814834594727,16,3.5236100123887226
61.4892,-150.0105,1,5.325294045357105
19.1615009307861,-155.489837646484,6,7.65239564543254
60.848,-151.6169,8,6.944676650269425
59.9814,-140.9557,16,6.477160668305436
26.8191,140.3034,11,8.570822002031194
63.4857,-148.4173,5,3.234255098405791
64.915,-147.7454,6,5.752663290242043
19.3806666666667,-155.237666666667,2,5.126078535698287
19.3795,-155.239,5,8.182630490418877
38.8061676025391,-122.779335021973,6,3.7460481680557987
61.5161,-149.9059,1,4.872870567744111
38.8349990844727,-122.882331848145,8,6.5060254166823865
61.4877,-149.9201,18,5.317920582565714
17.8408333333333,-64.9301666666667,18,4.330348062869312
39.5035,-119.4891,7,3.293741213798437
-31.812,-178.501,6,3.976637845943965
57.2373,-153.7811,5,7.7327277602645275
63.3419,-149.3207,14,8.313726659027463
-49.3754,30.2769,0,8.24825597451185
36.7702,-116.268,17,6.481625827589528
32.4481667,-115.1878333,9,5.612131682691681
38.8368339538574,-122.794166564941,0,7.64755014532399
60.0058333333333,-153.083,5,4.32560985500236
38.7958335876465,-122.765998840332,8,5.667905769798414
19.1458339691162,-155.489669799805,13,7.023495162409325
60.2656,-138.3264,18,7.6639069589930635
60.1758,-150.8125,9,5.2283961571537825
62.7789,-150.5405,2,4.684535035936812
36.1240005493164,-120.69416809082,13,8.418037585105198
37.6456680297852,-119.038330078125,4,5.289522489093374
61.8118,-147.5337,7,4.260384118086438
53.9166666666667,-166.3735,5,7.7613742135407335
37.0336,-116.2165,5,6.526035891009642
19.394832611084,-155.27766418457,9,6.327647179800983
61.5032,-150.5887,12,7.651300015406018
19.3959999084473,-155.270004272461,7,4.162773349859595
19.3941669464111,-155.253997802734,9,7.672852137655056
17.9918333333333,-66.7973333333333,11,8.794776026715898
61.7956,-149.6592,1,4.7241734407505
40.5248336791992,-124.41300201416,6,5.9256715671813165
19.2893333435059,-155.371505737305,4,6.715282871391718
53.9026666666667,-166.414166666667,4,7.15864949234901
52.8736666666667,-169.809833333333,8,6.600417894503514
52.7866666666667,-169.851666666667,10,3.0757764312874407
64.5356,-149.2355,13,7.072197823609264
55.0483333333333,-162.235166666667,4,5.991376379289709
61.293,-152.2173,0,8.106540613257208
46.5295,-122.9675,12,7.33554177640335
51.92,-177.23,11,3.446007970876138
17.9053333333333,-66.9421666666667,15,7.906729420285542
59.7265,-152.7255,13,8.560932419183871
-17.9261,-174.9645,1,8.627135727934334
37.0251,-116.2189,18,7.021283462765014
64.7853,-149.0222,18,8.714287898075234
64.9798,-147.3785,13,7.3075115977620495
55.0458333333333,-162.232666666667,7,8.351842455550585
55.0378333333333,-162.247166666667,8,8.453148457140319
58.2691666666667,-155.114,9,4.312695585273384
55.0475,-162.2365,13,7.232047442696864
33.534,-116.4396667,7,4.5202152670341125
19.3816666666667,-155.241,17,8.929898406497013
57.4714,-155.1212,2,7.11066840314161
36.6865005493164,-121.372329711914,6,5.423575060661972
35.9936667,-117.6881667,7,6.44864675332594
19.1821666666667,-66.5855,12,6.163076373267356
38.8455009460449,-122.825668334961,17,5.364041824082715
38.8248329162598,-122.80883026123,11,8.992854735449066
19.1700000762939,-155.488830566406,15,7.8853716951113935
59.7536,-150.754,13,6.2649843952204645
52.8381666666667,-169.836833333333,12,5.983350451075843
64.1512,-153.1246,17,3.399401084624925
58.2501666666667,-155.161,14,5.9382203328209355
44.374,-115.1822,11,3.198059888523072
58.2541666666667,-155.150833333333,1,8.844773812658854
18.6946666666667,-67.2548333333333,4,3.696102907346326
19.3863334655762,-155.279495239258,16,8.95980222319972
-54.0548,-2.4865,15,3.8102477782257234
19.4120006561279,-155.288833618164,5,3.835992779682039
60.7241,-151.7982,19,8.803065851008391
33.5303333,-116.7295,4,6.722646042296044
-53.9944,-2.4587,16,5.472804089128499
-2.9795,139.2355,2,8.669722907190884
40.9308333333333,-124.916333333333,16,6.573871336165972
61.2545,-146.7795,15,5.581181407518896
37.357666015625,-119.046333312988,1,3.89658946643934
58.2543333333333,-155.123333333333,13,6.0774716550611
63.2917,-150.3212,19,6.458737420181136
60.151,-153.1735,1,4.060545656475222
51.798,-178.806666666667,7,4.466231999236396
57.9119,-142.7148,18,6.470757717959028
19.3640003204346,-155.265670776367,14,8.806131331675665
19.3731666666667,-155.238,18,4.873871851070572
61.6562,-148.0712,11,3.3144453721819835
31.3826667,-115.8545,11,4.772530640559213
37.8860015869141,-122.211669921875,12,5.408681632120883
19.3646659851074,-155.29817199707,1,8.4393041072701
62.7167,-148.7096,2,4.370692242744684
51.9883,-170.7672,11,3.3462330901271606
35.6836667,-118.3963333,17,7.21675879702902
62.4525,-147.8008,17,4.766389874354804
34.029,-116.883,1,5.084095087373107
19.2876663208008,-155.406661987305,3,7.410639002609642
60.4599,-152.3576,19,3.6995258761876415
53.9135,-166.366666666667,2,8.838588427246172
34.2231667,-118.583,6,6.990548734047354
51.7603333333333,-177.47,13,4.870006443249412
7.7231,-82.3344,4,3.180456155829704
19.1526660919189,-155.352172851562,7,6.7146367109888985
31.698,-104.174,12,4.28794541471243
19.3813323974609,-155.23583984375,6,8.439172679073863
22.0141,143.0437,18,4.29285277621481
60.5685,-149.9082,7,8.12416687725981
53.8676666666667,-166.896,5,7.262270662234527
53.7706666666667,-166.922666666667,10,4.840129069326459
31.535,-104.148,8,3.500189658670376
19.0688,145.5542,19,5.871713246506838
37.2818336486816,-118.690330505371,5,5.623786931690035
19.4368324279785,-155.425827026367,9,6.920157642562222
52.7166666666667,-169.885333333333,3,3.0533886808227164
61.022,-142.834,19,4.245401470085258
62.0155,-147.85,12,4.4435664196183104
59.5698,-153.0062,12,6.440874535860836
48.60266666666666,-121.27883333333334,19,6.644164330305033
38.5424,142.2455,0,3.1796540624269833
37.5327,-117.9418,16,6.823285700470684
17.9861666666667,-66.8088333333333,8,4.117078365586486
32.2451,100.9605,12,5.359709919662585
61.2803333333333,-152.334333333333,14,4.034010649675679
